extra_trees_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.94,0.00
0.05,1.00,0.00,0.48,0.00,0.94,0.00
0.10,1.00,0.00,0.48,0.00,0.94,0.00
0.15,1.00,0.01,0.49,0.08,0.94,0.01
0.20,0.99,0.05,0.51,0.13,0.94,0.04
0.25,0.98,0.17,0.56,0.25,0.94,0.15
0.30,0.95,0.41,0.67,0.43,0.94,0.36
0.35,0.93,0.62,0.77,0.57,0.94,0.54
0.40,0.91,0.82,0.86,0.73,0.94,0.72
0.45,0.87,0.91,0.89,0.78,0.94,0.78
0.50,0.78,0.97,0.88,0.77,0.94,0.75
0.55,0.73,0.99,0.86,0.75,0.94,0.73
0.60,0.64,1.00,0.83,0.69,0.94,0.65
0.65,0.52,1.00,0.77,0.60,0.94,0.52
0.70,0.36,1.00,0.69,0.48,0.94,0.37
0.75,0.27,1.00,0.65,0.40,0.94,0.28
0.80,0.15,1.00,0.59,0.29,0.94,0.15
0.85,0.10,1.00,0.56,0.23,0.94,0.10
0.90,0.06,1.00,0.55,0.18,0.94,0.06
0.95,0.00,1.00,0.52,0.00,0.94,0.00

extra_trees_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.88,0.00
0.05,1.00,0.00,0.51,0.00,0.86,0.00
0.10,1.00,0.00,0.51,0.00,0.92,0.00
0.15,1.00,0.07,0.54,0.19,0.87,0.07
0.20,1.00,0.07,0.54,0.19,0.93,0.07
0.25,1.00,0.28,0.64,0.40,0.92,0.28
0.30,1.00,0.38,0.69,0.49,0.89,0.38
0.35,1.00,0.62,0.81,0.67,0.93,0.62
0.40,0.97,0.72,0.85,0.71,0.89,0.69
0.45,0.83,0.72,0.78,0.56,0.89,0.56
0.50,0.67,0.83,0.75,0.50,0.89,0.49
0.55,0.70,0.93,0.81,0.65,0.92,0.63
0.60,0.57,1.00,0.78,0.63,0.95,0.56
0.65,0.43,1.00,0.71,0.52,0.87,0.43
0.70,0.37,1.00,0.68,0.47,0.92,0.36
0.75,0.23,1.00,0.61,0.36,0.90,0.23
0.80,0.13,1.00,0.56,0.27,0.87,0.13
0.85,0.10,1.00,0.54,0.23,0.88,0.10
0.90,0.00,1.00,0.49,0.00,0.92,0.00
0.95,0.03,1.00,0.51,0.13,0.87,0.03

knn_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.75,0.00
0.05,0.94,0.55,0.74,0.53,0.75,0.48
0.10,0.94,0.55,0.74,0.53,0.75,0.48
0.15,0.94,0.55,0.74,0.53,0.75,0.48
0.20,0.94,0.55,0.74,0.53,0.75,0.48
0.25,0.94,0.55,0.74,0.53,0.75,0.48
0.30,0.94,0.55,0.74,0.53,0.75,0.48
0.35,0.94,0.55,0.74,0.53,0.75,0.48
0.40,0.94,0.55,0.74,0.53,0.75,0.48
0.45,0.94,0.55,0.74,0.53,0.75,0.48
0.50,0.94,0.55,0.74,0.53,0.75,0.48
0.55,0.94,0.55,0.74,0.53,0.75,0.48
0.60,0.94,0.55,0.74,0.53,0.75,0.48
0.65,0.94,0.55,0.74,0.53,0.75,0.48
0.70,0.94,0.55,0.74,0.53,0.75,0.48
0.75,0.94,0.55,0.74,0.53,0.75,0.48
0.80,0.94,0.55,0.74,0.53,0.75,0.48
0.85,0.94,0.55,0.74,0.53,0.75,0.48
0.90,0.94,0.55,0.74,0.53,0.75,0.48
0.95,0.94,0.55,0.74,0.53,0.75,0.48

knn_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.78,0.00
0.05,0.97,0.59,0.78,0.60,0.78,0.56
0.10,0.97,0.59,0.78,0.60,0.78,0.56
0.15,0.97,0.59,0.78,0.60,0.78,0.56
0.20,0.97,0.59,0.78,0.60,0.78,0.56
0.25,0.97,0.59,0.78,0.60,0.78,0.56
0.30,0.97,0.59,0.78,0.60,0.78,0.56
0.35,0.97,0.59,0.78,0.60,0.78,0.56
0.40,0.97,0.59,0.78,0.60,0.78,0.56
0.45,0.97,0.59,0.78,0.60,0.78,0.56
0.50,0.97,0.59,0.78,0.60,0.78,0.56
0.55,0.97,0.59,0.78,0.60,0.78,0.56
0.60,0.97,0.59,0.78,0.60,0.78,0.56
0.65,0.97,0.59,0.78,0.60,0.78,0.56
0.70,0.97,0.59,0.78,0.60,0.78,0.56
0.75,0.97,0.59,0.78,0.60,0.78,0.56
0.80,0.97,0.59,0.78,0.60,0.78,0.56
0.85,0.97,0.59,0.78,0.60,0.78,0.56
0.90,0.97,0.59,0.78,0.60,0.78,0.56
0.95,0.97,0.59,0.78,0.60,0.78,0.56

mlp_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.94,0.00
0.05,0.90,0.80,0.85,0.70,0.94,0.70
0.10,0.89,0.82,0.85,0.70,0.94,0.70
0.15,0.89,0.83,0.86,0.72,0.94,0.72
0.20,0.89,0.84,0.86,0.72,0.94,0.72
0.25,0.88,0.84,0.86,0.72,0.94,0.72
0.30,0.87,0.84,0.85,0.71,0.94,0.71
0.35,0.87,0.84,0.86,0.72,0.94,0.72
0.40,0.87,0.84,0.86,0.72,0.94,0.72
0.45,0.87,0.86,0.87,0.74,0.94,0.74
0.50,0.87,0.87,0.87,0.74,0.94,0.74
0.55,0.87,0.88,0.88,0.76,0.94,0.76
0.60,0.87,0.88,0.87,0.75,0.94,0.75
0.65,0.87,0.89,0.88,0.76,0.94,0.76
0.70,0.86,0.89,0.87,0.75,0.94,0.75
0.75,0.86,0.89,0.87,0.75,0.94,0.75
0.80,0.86,0.89,0.87,0.75,0.94,0.75
0.85,0.86,0.89,0.88,0.76,0.94,0.76
0.90,0.86,0.89,0.88,0.76,0.94,0.76
0.95,0.85,0.91,0.88,0.77,0.94,0.77

mlp_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.93,0.00
0.05,0.97,0.62,0.80,0.63,0.94,0.59
0.10,0.83,0.69,0.76,0.53,0.90,0.52
0.15,0.83,0.69,0.76,0.53,0.90,0.52
0.20,0.80,0.76,0.78,0.56,0.90,0.56
0.25,0.80,0.76,0.78,0.56,0.90,0.56
0.30,0.77,0.79,0.78,0.56,0.90,0.56
