extra_trees_dpc.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-0.90,0.00,1.00,0.50,0.00,0.50,0.00
-0.80,0.00,1.00,0.50,0.00,0.50,0.00
-0.70,0.00,1.00,0.50,0.00,0.50,0.00
-0.60,0.00,1.00,0.50,0.00,0.50,0.00
-0.50,0.00,1.00,0.50,0.00,0.50,0.00
-0.40,0.00,1.00,0.50,0.00,0.50,0.00
-0.30,0.00,1.00,0.50,0.00,0.50,0.00
-0.20,0.00,1.00,0.50,0.00,0.50,0.00
-0.10,0.00,1.00,0.50,0.00,0.50,0.00
0.00,0.00,1.00,0.50,0.00,0.50,0.00
0.10,0.00,1.00,0.50,0.00,0.50,0.00
0.20,0.00,1.00,0.50,0.00,0.50,0.00
0.30,0.00,1.00,0.50,0.00,0.50,0.00
0.40,0.00,1.00,0.50,0.00,0.50,0.00
0.50,0.00,1.00,0.50,0.00,0.50,0.00
0.60,0.00,1.00,0.50,0.00,0.50,0.00
0.70,0.00,1.00,0.50,0.00,0.50,0.00
0.80,0.00,1.00,0.50,0.00,0.50,0.00
0.90,0.00,1.00,0.50,0.00,0.50,0.00
1.00,0.00,1.00,0.50,0.00,0.50,0.00
1.10,0.00,1.00,0.50,0.00,0.50,0.00
1.20,0.00,1.00,0.50,0.00,0.50,0.00
1.30,0.00,1.00,0.50,0.00,0.50,0.00
1.40,0.00,1.00,0.50,0.00,0.50,0.00
1.50,0.00,1.00,0.50,0.00,0.50,0.00
1.60,0.00,1.00,0.50,0.00,0.50,0.00
1.70,0.00,1.00,0.50,0.00,0.50,0.00
1.80,0.00,1.00,0.50,0.00,0.50,0.00
1.90,0.00,1.00,0.50,0.00,0.50,0.00
2.00,0.00,1.00,0.50,0.00,0.50,0.00
2.10,0.00,1.00,0.50,0.00,0.50,0.00
2.20,0.00,1.00,0.50,0.00,0.50,0.00
2.30,0.00,1.00,0.50,0.00,0.50,0.00
2.40,0.00,1.00,0.50,0.00,0.50,0.00
2.50,0.00,1.00,0.50,0.00,0.50,0.00
2.60,0.00,1.00,0.50,0.00,0.50,0.00
