Threshold: -3.00 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.51 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: -1.30 ,Senstivity: 1.00 ,Specificity: 0.03 ,Accuracy: 0.52 ,mcc scores: 0.13 ,roc-auc scores: 0.74 ,cohen scores: 0.03 
Threshold: -1.20 ,Senstivity: 1.00 ,Specificity: 0.05 ,Accuracy: 0.53 ,mcc scores: 0.16 ,roc-auc scores: 0.74 ,cohen scores: 0.05 
Threshold: -1.10 ,Senstivity: 1.00 ,Specificity: 0.06 ,Accuracy: 0.54 ,mcc scores: 0.18 ,roc-auc scores: 0.74 ,cohen scores: 0.06 
Threshold: -1.00 ,Senstivity: 1.00 ,Specificity: 0.08 ,Accuracy: 0.54 ,mcc scores: 0.20 ,roc-auc scores: 0.74 ,cohen scores: 0.08 
Threshold: -0.90 ,Senstivity: 0.98 ,Specificity: 0.11 ,Accuracy: 0.55 ,mcc scores: 0.19 ,roc-auc scores: 0.74 ,cohen scores: 0.09 
Threshold: -0.80 ,Senstivity: 0.98 ,Specificity: 0.15 ,Accuracy: 0.57 ,mcc scores: 0.25 ,roc-auc scores: 0.74 ,cohen scores: 0.14 
Threshold: -0.70 ,Senstivity: 0.96 ,Specificity: 0.21 ,Accuracy: 0.59 ,mcc scores: 0.26 ,roc-auc scores: 0.74 ,cohen scores: 0.17 
Threshold: -0.60 ,Senstivity: 0.95 ,Specificity: 0.25 ,Accuracy: 0.61 ,mcc scores: 0.28 ,roc-auc scores: 0.74 ,cohen scores: 0.20 
Threshold: -0.50 ,Senstivity: 0.92 ,Specificity: 0.31 ,Accuracy: 0.62 ,mcc scores: 0.29 ,roc-auc scores: 0.74 ,cohen scores: 0.23 
Threshold: -0.40 ,Senstivity: 0.91 ,Specificity: 0.38 ,Accuracy: 0.65 ,mcc scores: 0.33 ,roc-auc scores: 0.74 ,cohen scores: 0.29 
Threshold: -0.30 ,Senstivity: 0.84 ,Specificity: 0.42 ,Accuracy: 0.63 ,mcc scores: 0.28 ,roc-auc scores: 0.74 ,cohen scores: 0.26 
Threshold: -0.20 ,Senstivity: 0.82 ,Specificity: 0.49 ,Accuracy: 0.66 ,mcc scores: 0.33 ,roc-auc scores: 0.74 ,cohen scores: 0.31 
Threshold: -0.10 ,Senstivity: 0.76 ,Specificity: 0.55 ,Accuracy: 0.66 ,mcc scores: 0.32 ,roc-auc scores: 0.74 ,cohen scores: 0.31 
Threshold: 0.00 ,Senstivity: 0.73 ,Specificity: 0.59 ,Accuracy: 0.66 ,mcc scores: 0.32 ,roc-auc scores: 0.74 ,cohen scores: 0.32 
Threshold: 0.10 ,Senstivity: 0.65 ,Specificity: 0.67 ,Accuracy: 0.66 ,mcc scores: 0.32 ,roc-auc scores: 0.74 ,cohen scores: 0.32 
Threshold: 0.20 ,Senstivity: 0.56 ,Specificity: 0.78 ,Accuracy: 0.67 ,mcc scores: 0.34 ,roc-auc scores: 0.74 ,cohen scores: 0.34 
Threshold: 0.30 ,Senstivity: 0.46 ,Specificity: 0.88 ,Accuracy: 0.67 ,mcc scores: 0.37 ,roc-auc scores: 0.74 ,cohen scores: 0.34 
Threshold: 0.40 ,Senstivity: 0.38 ,Specificity: 0.92 ,Accuracy: 0.65 ,mcc scores: 0.36 ,roc-auc scores: 0.74 ,cohen scores: 0.30 
Threshold: 0.50 ,Senstivity: 0.28 ,Specificity: 0.96 ,Accuracy: 0.61 ,mcc scores: 0.32 ,roc-auc scores: 0.74 ,cohen scores: 0.23 
Threshold: 0.60 ,Senstivity: 0.23 ,Specificity: 0.98 ,Accuracy: 0.60 ,mcc scores: 0.31 ,roc-auc scores: 0.74 ,cohen scores: 0.20 
Threshold: 0.70 ,Senstivity: 0.16 ,Specificity: 0.98 ,Accuracy: 0.57 ,mcc scores: 0.25 ,roc-auc scores: 0.74 ,cohen scores: 0.14 
Threshold: 0.80 ,Senstivity: 0.13 ,Specificity: 0.99 ,Accuracy: 0.55 ,mcc scores: 0.23 ,roc-auc scores: 0.74 ,cohen scores: 0.12 
Threshold: 0.90 ,Senstivity: 0.08 ,Specificity: 0.99 ,Accuracy: 0.53 ,mcc scores: 0.19 ,roc-auc scores: 0.74 ,cohen scores: 0.08 
Threshold: 1.00 ,Senstivity: 0.06 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.17 ,roc-auc scores: 0.74 ,cohen scores: 0.06 
Threshold: 1.10 ,Senstivity: 0.03 ,Specificity: 1.00 ,Accuracy: 0.51 ,mcc scores: 0.13 ,roc-auc scores: 0.74 ,cohen scores: 0.03 
Threshold: 1.20 ,Senstivity: 0.01 ,Specificity: 1.00 ,Accuracy: 0.50 ,mcc scores: 0.07 ,roc-auc scores: 0.74 ,cohen scores: 0.01 
Threshold: 1.30 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 1.40 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 1.50 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 1.60 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 1.70 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 1.80 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 1.90 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.00 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.10 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.20 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.30 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.40 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.50 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.60 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.70 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.80 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
Threshold: 2.90 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.00 ,roc-auc scores: 0.74 ,cohen scores: 0.00 
