Threshold: -3.00 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: -1.60 ,Senstivity: 1.00 ,Specificity: 0.03 ,Accuracy: 0.54 ,mcc scores: 0.14 ,roc-auc scores: 0.95 ,cohen scores: 0.04 
Threshold: -1.50 ,Senstivity: 1.00 ,Specificity: 0.05 ,Accuracy: 0.55 ,mcc scores: 0.16 ,roc-auc scores: 0.95 ,cohen scores: 0.05 
Threshold: -1.40 ,Senstivity: 1.00 ,Specificity: 0.06 ,Accuracy: 0.56 ,mcc scores: 0.19 ,roc-auc scores: 0.95 ,cohen scores: 0.07 
Threshold: -1.30 ,Senstivity: 1.00 ,Specificity: 0.08 ,Accuracy: 0.56 ,mcc scores: 0.20 ,roc-auc scores: 0.95 ,cohen scores: 0.08 
Threshold: -1.20 ,Senstivity: 0.99 ,Specificity: 0.09 ,Accuracy: 0.57 ,mcc scores: 0.21 ,roc-auc scores: 0.95 ,cohen scores: 0.09 
Threshold: -1.10 ,Senstivity: 0.99 ,Specificity: 0.15 ,Accuracy: 0.59 ,mcc scores: 0.27 ,roc-auc scores: 0.95 ,cohen scores: 0.15 
Threshold: -1.00 ,Senstivity: 0.99 ,Specificity: 0.18 ,Accuracy: 0.61 ,mcc scores: 0.31 ,roc-auc scores: 0.95 ,cohen scores: 0.18 
Threshold: -0.90 ,Senstivity: 0.99 ,Specificity: 0.26 ,Accuracy: 0.64 ,mcc scores: 0.37 ,roc-auc scores: 0.95 ,cohen scores: 0.26 
Threshold: -0.80 ,Senstivity: 0.98 ,Specificity: 0.40 ,Accuracy: 0.70 ,mcc scores: 0.47 ,roc-auc scores: 0.95 ,cohen scores: 0.39 
Threshold: -0.70 ,Senstivity: 0.98 ,Specificity: 0.53 ,Accuracy: 0.77 ,mcc scores: 0.58 ,roc-auc scores: 0.95 ,cohen scores: 0.52 
Threshold: -0.60 ,Senstivity: 0.97 ,Specificity: 0.59 ,Accuracy: 0.79 ,mcc scores: 0.62 ,roc-auc scores: 0.95 ,cohen scores: 0.57 
Threshold: -0.50 ,Senstivity: 0.96 ,Specificity: 0.64 ,Accuracy: 0.81 ,mcc scores: 0.64 ,roc-auc scores: 0.95 ,cohen scores: 0.61 
Threshold: -0.40 ,Senstivity: 0.95 ,Specificity: 0.69 ,Accuracy: 0.83 ,mcc scores: 0.67 ,roc-auc scores: 0.95 ,cohen scores: 0.65 
Threshold: -0.30 ,Senstivity: 0.93 ,Specificity: 0.77 ,Accuracy: 0.86 ,mcc scores: 0.72 ,roc-auc scores: 0.95 ,cohen scores: 0.71 
Threshold: -0.20 ,Senstivity: 0.91 ,Specificity: 0.83 ,Accuracy: 0.87 ,mcc scores: 0.75 ,roc-auc scores: 0.95 ,cohen scores: 0.74 
Threshold: -0.10 ,Senstivity: 0.89 ,Specificity: 0.87 ,Accuracy: 0.88 ,mcc scores: 0.76 ,roc-auc scores: 0.95 ,cohen scores: 0.76 
Threshold: 0.00 ,Senstivity: 0.87 ,Specificity: 0.91 ,Accuracy: 0.89 ,mcc scores: 0.77 ,roc-auc scores: 0.95 ,cohen scores: 0.77 
Threshold: 0.10 ,Senstivity: 0.83 ,Specificity: 0.94 ,Accuracy: 0.88 ,mcc scores: 0.77 ,roc-auc scores: 0.95 ,cohen scores: 0.77 
Threshold: 0.20 ,Senstivity: 0.79 ,Specificity: 0.95 ,Accuracy: 0.87 ,mcc scores: 0.75 ,roc-auc scores: 0.95 ,cohen scores: 0.74 
Threshold: 0.30 ,Senstivity: 0.77 ,Specificity: 0.97 ,Accuracy: 0.86 ,mcc scores: 0.75 ,roc-auc scores: 0.95 ,cohen scores: 0.73 
Threshold: 0.40 ,Senstivity: 0.74 ,Specificity: 0.98 ,Accuracy: 0.85 ,mcc scores: 0.73 ,roc-auc scores: 0.95 ,cohen scores: 0.70 
Threshold: 0.50 ,Senstivity: 0.69 ,Specificity: 0.99 ,Accuracy: 0.83 ,mcc scores: 0.71 ,roc-auc scores: 0.95 ,cohen scores: 0.67 
Threshold: 0.60 ,Senstivity: 0.61 ,Specificity: 1.00 ,Accuracy: 0.80 ,mcc scores: 0.65 ,roc-auc scores: 0.95 ,cohen scores: 0.60 
Threshold: 0.70 ,Senstivity: 0.56 ,Specificity: 1.00 ,Accuracy: 0.77 ,mcc scores: 0.61 ,roc-auc scores: 0.95 ,cohen scores: 0.55 
Threshold: 0.80 ,Senstivity: 0.47 ,Specificity: 1.00 ,Accuracy: 0.72 ,mcc scores: 0.55 ,roc-auc scores: 0.95 ,cohen scores: 0.46 
Threshold: 0.90 ,Senstivity: 0.36 ,Specificity: 1.00 ,Accuracy: 0.67 ,mcc scores: 0.46 ,roc-auc scores: 0.95 ,cohen scores: 0.35 
Threshold: 1.00 ,Senstivity: 0.26 ,Specificity: 1.00 ,Accuracy: 0.61 ,mcc scores: 0.38 ,roc-auc scores: 0.95 ,cohen scores: 0.25 
Threshold: 1.10 ,Senstivity: 0.14 ,Specificity: 1.00 ,Accuracy: 0.55 ,mcc scores: 0.26 ,roc-auc scores: 0.95 ,cohen scores: 0.13 
Threshold: 1.20 ,Senstivity: 0.07 ,Specificity: 1.00 ,Accuracy: 0.51 ,mcc scores: 0.18 ,roc-auc scores: 0.95 ,cohen scores: 0.07 
Threshold: 1.30 ,Senstivity: 0.04 ,Specificity: 1.00 ,Accuracy: 0.50 ,mcc scores: 0.14 ,roc-auc scores: 0.95 ,cohen scores: 0.04 
Threshold: 1.40 ,Senstivity: 0.03 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.11 ,roc-auc scores: 0.95 ,cohen scores: 0.03 
Threshold: 1.50 ,Senstivity: 0.02 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.10 ,roc-auc scores: 0.95 ,cohen scores: 0.02 
Threshold: 1.60 ,Senstivity: 0.02 ,Specificity: 1.00 ,Accuracy: 0.49 ,mcc scores: 0.10 ,roc-auc scores: 0.95 ,cohen scores: 0.02 
Threshold: 1.70 ,Senstivity: 0.01 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.05 ,roc-auc scores: 0.95 ,cohen scores: 0.01 
Threshold: 1.80 ,Senstivity: 0.01 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.05 ,roc-auc scores: 0.95 ,cohen scores: 0.01 
Threshold: 1.90 ,Senstivity: 0.01 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.05 ,roc-auc scores: 0.95 ,cohen scores: 0.01 
Threshold: 2.00 ,Senstivity: 0.01 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.05 ,roc-auc scores: 0.95 ,cohen scores: 0.01 
Threshold: 2.10 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.20 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.30 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.40 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.50 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.60 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.70 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.80 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
Threshold: 2.90 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.95 ,cohen scores: 0.00 
