extra_trees_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.74,0.00
0.05,1.00,0.00,0.47,0.00,0.74,0.00
0.10,1.00,0.00,0.47,0.00,0.74,0.00
0.15,0.99,0.00,0.47,-0.06,0.74,-0.01
0.20,0.99,0.06,0.50,0.15,0.74,0.05
0.25,0.99,0.16,0.55,0.27,0.74,0.14
0.30,0.94,0.24,0.57,0.24,0.74,0.17
0.35,0.92,0.34,0.61,0.31,0.74,0.25
0.40,0.80,0.48,0.63,0.29,0.74,0.28
0.45,0.67,0.65,0.66,0.32,0.74,0.32
0.50,0.48,0.83,0.67,0.34,0.74,0.32
0.55,0.36,0.94,0.67,0.38,0.74,0.32
0.60,0.27,0.98,0.64,0.36,0.74,0.26
0.65,0.21,1.00,0.63,0.35,0.74,0.22
0.70,0.16,1.00,0.60,0.30,0.74,0.17
0.75,0.11,1.00,0.58,0.25,0.74,0.12
0.80,0.06,1.00,0.56,0.18,0.74,0.07
0.85,0.04,1.00,0.55,0.15,0.74,0.04
0.90,0.02,1.00,0.54,0.11,0.74,0.02
0.95,0.01,1.00,0.53,0.09,0.74,0.01

extra_trees_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.45,0.00,0.64,0.00
0.05,1.00,0.00,0.45,0.00,0.65,0.00
0.10,1.00,0.00,0.45,0.00,0.62,0.00
0.15,1.00,0.00,0.45,0.00,0.62,0.00
0.20,1.00,0.00,0.45,0.00,0.68,0.00
0.25,0.96,0.00,0.43,-0.14,0.68,-0.03
0.30,0.93,0.06,0.45,-0.03,0.64,-0.01
0.35,0.81,0.15,0.45,-0.04,0.67,-0.03
0.40,0.81,0.24,0.50,0.07,0.67,0.05
0.45,0.78,0.36,0.55,0.15,0.68,0.13
0.50,0.59,0.73,0.67,0.32,0.65,0.32
0.55,0.48,0.85,0.68,0.36,0.65,0.34
0.60,0.37,0.94,0.68,0.39,0.67,0.33
0.65,0.22,0.94,0.62,0.24,0.65,0.17
0.70,0.15,0.97,0.60,0.21,0.65,0.13
0.75,0.07,0.97,0.57,0.10,0.67,0.05
0.80,0.04,1.00,0.57,0.14,0.65,0.04
0.85,0.00,1.00,0.55,0.00,0.66,0.00
0.90,0.00,1.00,0.55,0.00,0.67,0.00
0.95,0.00,1.00,0.55,0.00,0.66,0.00

knn_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.72,0.00
0.05,0.95,0.21,0.56,0.24,0.72,0.16
0.10,0.95,0.21,0.56,0.24,0.72,0.16
0.15,0.95,0.21,0.56,0.24,0.72,0.16
0.20,0.95,0.21,0.56,0.24,0.72,0.16
0.25,0.95,0.21,0.56,0.24,0.72,0.16
0.30,0.95,0.21,0.56,0.24,0.72,0.16
0.35,0.76,0.53,0.64,0.30,0.72,0.29
0.40,0.76,0.53,0.64,0.30,0.72,0.29
0.45,0.76,0.53,0.64,0.30,0.72,0.29
0.50,0.76,0.53,0.64,0.30,0.72,0.29
0.55,0.76,0.53,0.64,0.30,0.72,0.29
0.60,0.76,0.53,0.64,0.30,0.72,0.29
0.65,0.76,0.53,0.64,0.30,0.72,0.29
0.70,0.48,0.86,0.68,0.37,0.72,0.34
0.75,0.48,0.86,0.68,0.37,0.72,0.34
0.80,0.48,0.86,0.68,0.37,0.72,0.34
0.85,0.48,0.86,0.68,0.37,0.72,0.34
0.90,0.48,0.86,0.68,0.37,0.72,0.34
0.95,0.48,0.86,0.68,0.37,0.72,0.34

knn_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.45,0.00,0.55,0.00
0.05,0.96,0.09,0.48,0.11,0.55,0.05
0.10,0.96,0.09,0.48,0.11,0.55,0.05
0.15,0.96,0.09,0.48,0.11,0.55,0.05
0.20,0.96,0.09,0.48,0.11,0.55,0.05
0.25,0.96,0.09,0.48,0.11,0.55,0.05
0.30,0.96,0.09,0.48,0.11,0.55,0.05
0.35,0.67,0.36,0.50,0.03,0.55,0.03
0.40,0.67,0.36,0.50,0.03,0.55,0.03
0.45,0.67,0.36,0.50,0.03,0.55,0.03
0.50,0.67,0.36,0.50,0.03,0.55,0.03
0.55,0.67,0.36,0.50,0.03,0.55,0.03
0.60,0.67,0.36,0.50,0.03,0.55,0.03
0.65,0.67,0.36,0.50,0.03,0.55,0.03
0.70,0.33,0.76,0.57,0.10,0.55,0.09
0.75,0.33,0.76,0.57,0.10,0.55,0.09
0.80,0.33,0.76,0.57,0.10,0.55,0.09
0.85,0.33,0.76,0.57,0.10,0.55,0.09
0.90,0.33,0.76,0.57,0.10,0.55,0.09
0.95,0.33,0.76,0.57,0.10,0.55,0.09

mlp_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.73,0.00
0.05,0.80,0.49,0.64,0.31,0.73,0.29
0.10,0.78,0.55,0.66,0.34,0.73,0.33
0.15,0.76,0.56,0.66,0.33,0.73,0.32
0.20,0.75,0.58,0.66,0.33,0.73,0.32
0.25,0.73,0.59,0.66,0.33,0.73,0.32
0.30,0.71,0.60,0.65,0.30,0.73,0.30
0.35,0.70,0.62,0.66,0.32,0.73,0.32
0.40,0.68,0.64,0.66,0.31,0.73,0.31
0.45,0.67,0.64,0.65,0.31,0.73,0.31
0.50,0.67,0.67,0.67,0.34,0.73,0.34
0.55,0.64,0.67,0.66,0.31,0.73,0.31
0.60,0.63,0.68,0.66,0.31,0.73,0.31
0.65,0.63,0.69,0.66,0.32,0.73,0.32
0.70,0.60,0.69,0.65,0.29,0.73,0.29
0.75,0.59,0.72,0.66,0.31,0.73,0.31
0.80,0.57,0.72,0.65,0.29,0.73,0.29
0.85,0.55,0.74,0.65,0.30,0.73,0.30
0.90,0.50,0.78,0.65,0.29,0.73,0.28
0.95,0.44,0.84,0.65,0.31,0.73,0.29

mlp_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.45,0.00,0.65,0.00
0.05,0.74,0.45,0.58,0.20,0.66,0.19
0.10,0.70,0.45,0.57,0.16,0.67,0.15
0.15,0.78,0.52,0.63,0.30,0.66,0.28
0.20,0.74,0.61,0.67,0.35,0.67,0.34
0.25,0.70,0.58,0.63,0.28,0.67,0.27
0.30,0.67,0.58,0.62,0.24,0.70,0.24
0.35,0.67,0.61,0.63,0.27,0.68,0.27
0.40,0.70,0.58,0.63,0.28,0.66,0.27
0.45,0.67,0.64,0.65,0.30,0.65,0.30
0.50,0.59,0.64,0.62,0.23,0.65,0.23
0.55,0.67,0.64,0.65,0.30,0.63,0.30
0.60,0.63,0.67,0.65,0.30,0.66,0.30
0.65,0.67,0.73,0.70,0.39,0.67,0.39
0.70,0.59,0.70,0.65,0.29,0.69,0.29
0.75,0.52,0.73,0.63,0.25,0.68,0.25
0.80,0.63,0.76,0.70,0.39,0.67,0.39
0.85,0.52,0.76,0.65,0.29,0.64,0.28
0.90,0.48,0.79,0.65,0.28,0.67,0.28
0.95,0.48,0.88,0.70,0.40,0.69,0.37

rf_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.74,0.00
0.05,1.00,0.00,0.47,0.00,0.74,0.00
0.10,1.00,0.00,0.47,0.00,0.74,0.00
0.15,1.00,0.00,0.47,0.00,0.74,0.00
0.20,1.00,0.01,0.48,0.08,0.74,0.01
0.25,1.00,0.08,0.51,0.19,0.74,0.07
0.30,0.99,0.20,0.57,0.30,0.74,0.18
0.35,0.92,0.33,0.61,0.30,0.74,0.24
0.40,0.80,0.53,0.66,0.34,0.74,0.33
0.45,0.66,0.69,0.68,0.35,0.74,0.35
0.50,0.49,0.79,0.65,0.29,0.74,0.28
0.55,0.35,0.91,0.64,0.31,0.74,0.26
0.60,0.22,0.96,0.61,0.28,0.74,0.19
0.65,0.17,1.00,0.61,0.32,0.74,0.18
0.70,0.14,1.00,0.59,0.28,0.74,0.15
0.75,0.08,1.00,0.57,0.21,0.74,0.09
0.80,0.07,1.00,0.56,0.20,0.74,0.07
0.85,0.03,1.00,0.54,0.14,0.74,0.04
0.90,0.00,1.00,0.53,0.00,0.74,0.00
0.95,0.00,1.00,0.53,0.00,0.74,0.00

rf_kfold_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.45,0.00,0.68,0.00
0.05,1.00,0.00,0.45,0.00,0.67,0.00
0.10,1.00,0.00,0.45,0.00,0.67,0.00
0.15,1.00,0.00,0.45,0.00,0.71,0.00
0.20,1.00,0.00,0.45,0.00,0.65,0.00
0.25,1.00,0.00,0.45,0.00,0.69,0.00
0.30,0.96,0.09,0.48,0.11,0.74,0.05
0.35,0.93,0.12,0.48,0.08,0.70,0.04
0.40,0.81,0.27,0.52,0.10,0.67,0.08
0.45,0.67,0.48,0.57,0.15,0.62,0.15
0.50,0.67,0.79,0.73,0.46,0.70,0.46
0.55,0.59,0.82,0.72,0.42,0.71,0.42
0.60,0.30,0.91,0.63,0.26,0.71,0.22
0.65,0.15,1.00,0.62,0.30,0.66,0.16
0.70,0.11,1.00,0.60,0.25,0.68,0.12
0.75,0.07,1.00,0.58,0.21,0.71,0.08
0.80,0.00,1.00,0.55,0.00,0.71,0.00
0.85,0.00,1.00,0.55,0.00,0.61,0.00
0.90,0.00,1.00,0.55,0.00,0.69,0.00
0.95,0.00,1.00,0.55,0.00,0.65,0.00

ridge_bin_n15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.74,0.00
-2.90,1.00,0.00,0.47,0.00,0.74,0.00
-2.80,1.00,0.00,0.47,0.00,0.74,0.00
-2.70,1.00,0.00,0.47,0.00,0.74,0.00
-2.60,1.00,0.00,0.47,0.00,0.74,0.00
-2.50,1.00,0.00,0.47,0.00,0.74,0.00
-2.40,1.00,0.00,0.47,0.00,0.74,0.00
-2.30,1.00,0.00,0.47,0.00,0.74,0.00
-2.20,1.00,0.00,0.47,0.00,0.74,0.00
-2.10,1.00,0.00,0.47,0.00,0.74,0.00
-2.00,1.00,0.00,0.47,0.00,0.74,0.00
-1.90,1.00,0.00,0.47,0.00,0.74,0.00
-1.80,1.00,0.00,0.47,0.00,0.74,0.00
-1.70,1.00,0.00,0.47,0.00,0.74,0.00
-1.60,1.00,0.00,0.47,0.00,0.74,0.00
-1.50,1.00,0.00,0.47,0.00,0.74,0.00
-1.40,1.00,0.00,0.47,0.00,0.74,0.00
-1.30,1.00,0.00,0.47,0.00,0.74,0.00
-1.20,1.00,0.00,0.47,0.00,0.74,0.00
-1.10,1.00,0.00,0.47,0.00,0.74,0.00
-1.00,1.00,0.01,0.48,0.05,0.74,0.01
-0.90,1.00,0.02,0.48,0.09,0.74,0.02
-0.80,1.00,0.04,0.50,0.15,0.74,0.04
-0.70,0.99,0.11,0.53,0.22,0.74,0.10
-0.60,0.97,0.18,0.55,0.24,0.74,0.14
-0.50,0.97,0.26,0.59,0.31,0.74,0.21
-0.40,0.93,0.35,0.62,0.34,0.74,0.27
-0.30,0.83,0.43,0.62,0.28,0.74,0.25
-0.20,0.76,0.56,0.66,0.33,0.74,0.32
-0.10,0.68,0.64,0.66,0.32,0.74,0.32
0.00,0.58,0.75,0.67,0.33,0.74,0.33
0.10,0.47,0.83,0.66,0.32,0.74,0.30
0.20,0.36,0.91,0.65,0.32,0.74,0.28
0.30,0.28,0.96,0.64,0.32,0.74,0.24
0.40,0.23,0.97,0.62,0.31,0.74,0.21
0.50,0.16,0.98,0.59,0.25,0.74,0.15
0.60,0.08,0.99,0.56,0.19,0.74,0.08
0.70,0.05,0.99,0.55,0.13,0.74,0.04
0.80,0.03,1.00,0.54,0.12,0.74,0.03
0.90,0.02,1.00,0.54,0.11,0.74,0.02
1.00,0.01,1.00,0.53,0.09,0.74,0.01
1.10,0.00,1.00,0.53,0.00,0.74,0.00
1.20,0.00,1.00,0.53,0.00,0.74,0.00
1.30,0.00,1.00,0.53,0.00,0.74,0.00
1.40,0.00,1.00,0.53,0.00,0.74,0.00
