extra_trees_bin_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.94,0.00
0.05,1.00,0.00,0.48,0.00,0.94,0.00
0.10,1.00,0.00,0.48,0.00,0.94,0.00
0.15,1.00,0.05,0.51,0.15,0.94,0.04
0.20,1.00,0.11,0.54,0.23,0.94,0.10
0.25,0.98,0.25,0.60,0.33,0.94,0.22
0.30,0.95,0.55,0.74,0.54,0.94,0.49
0.35,0.93,0.74,0.83,0.68,0.94,0.66
0.40,0.90,0.89,0.89,0.79,0.94,0.79
0.45,0.86,0.95,0.91,0.82,0.94,0.82
0.50,0.80,0.97,0.89,0.79,0.94,0.77
0.55,0.72,0.99,0.86,0.74,0.94,0.71
0.60,0.64,0.99,0.82,0.68,0.94,0.64
0.65,0.57,0.99,0.79,0.63,0.94,0.57
0.70,0.50,1.00,0.76,0.59,0.94,0.51
0.75,0.45,1.00,0.73,0.54,0.94,0.45
0.80,0.38,1.00,0.70,0.49,0.94,0.39
0.85,0.25,1.00,0.64,0.38,0.94,0.26
0.90,0.16,1.00,0.59,0.30,0.94,0.16
0.95,0.06,1.00,0.54,0.17,0.94,0.06

extra_trees_kfold_bin_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.93,0.00
0.05,1.00,0.00,0.51,0.00,0.95,0.00
0.10,1.00,0.00,0.51,0.00,0.92,0.00
0.15,1.00,0.00,0.51,0.00,0.94,0.00
0.20,1.00,0.10,0.56,0.24,0.92,0.11
0.25,1.00,0.14,0.58,0.27,0.94,0.14
0.30,1.00,0.28,0.64,0.40,0.93,0.28
0.35,1.00,0.41,0.71,0.51,0.94,0.42
0.40,0.93,0.62,0.78,0.59,0.92,0.56
0.45,0.87,0.69,0.78,0.57,0.94,0.56
0.50,0.80,0.79,0.80,0.59,0.93,0.59
0.55,0.77,0.93,0.85,0.71,0.92,0.70
0.60,0.60,1.00,0.80,0.65,0.91,0.60
0.65,0.60,1.00,0.80,0.65,0.92,0.60
0.70,0.60,1.00,0.80,0.65,0.93,0.60
0.75,0.33,1.00,0.66,0.44,0.94,0.33
0.80,0.30,1.00,0.64,0.42,0.94,0.30
0.85,0.10,1.00,0.54,0.23,0.93,0.10
0.90,0.10,1.00,0.54,0.23,0.92,0.10
0.95,0.00,1.00,0.49,0.00,0.91,0.00

knn_bin_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.87,0.00
0.05,0.98,0.24,0.60,0.32,0.87,0.21
0.10,0.98,0.24,0.60,0.32,0.87,0.21
0.15,0.98,0.24,0.60,0.32,0.87,0.21
0.20,0.98,0.24,0.60,0.32,0.87,0.21
0.25,0.98,0.24,0.60,0.32,0.87,0.21
0.30,0.98,0.24,0.60,0.32,0.87,0.21
0.35,0.96,0.51,0.73,0.52,0.87,0.46
0.40,0.96,0.51,0.73,0.52,0.87,0.46
0.45,0.96,0.51,0.73,0.52,0.87,0.46
0.50,0.96,0.51,0.73,0.52,0.87,0.46
0.55,0.96,0.51,0.73,0.52,0.87,0.46
0.60,0.96,0.51,0.73,0.52,0.87,0.46
0.65,0.96,0.51,0.73,0.52,0.87,0.46
0.70,0.85,0.84,0.85,0.69,0.87,0.69
0.75,0.85,0.84,0.85,0.69,0.87,0.69
0.80,0.85,0.84,0.85,0.69,0.87,0.69
0.85,0.85,0.84,0.85,0.69,0.87,0.69
0.90,0.85,0.84,0.85,0.69,0.87,0.69
0.95,0.85,0.84,0.85,0.69,0.87,0.69

knn_kfold_bin_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.80,0.00
0.05,1.00,0.21,0.61,0.34,0.80,0.21
0.10,1.00,0.21,0.61,0.34,0.80,0.21
0.15,1.00,0.21,0.61,0.34,0.80,0.21
0.20,1.00,0.21,0.61,0.34,0.80,0.21
0.25,1.00,0.21,0.61,0.34,0.80,0.21
0.30,1.00,0.21,0.61,0.34,0.80,0.21
0.35,0.90,0.66,0.78,0.57,0.80,0.56
0.40,0.90,0.66,0.78,0.57,0.80,0.56
0.45,0.90,0.66,0.78,0.57,0.80,0.56
0.50,0.90,0.66,0.78,0.57,0.80,0.56
0.55,0.90,0.66,0.78,0.57,0.80,0.56
0.60,0.90,0.66,0.78,0.57,0.80,0.56
0.65,0.90,0.66,0.78,0.57,0.80,0.56
0.70,0.70,0.76,0.73,0.46,0.80,0.46
0.75,0.70,0.76,0.73,0.46,0.80,0.46
0.80,0.70,0.76,0.73,0.46,0.80,0.46
0.85,0.70,0.76,0.73,0.46,0.80,0.46
0.90,0.70,0.76,0.73,0.46,0.80,0.46
0.95,0.70,0.76,0.73,0.46,0.80,0.46

mlp_bin_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.94,0.00
0.05,0.90,0.88,0.88,0.77,0.94,0.77
0.10,0.90,0.88,0.89,0.78,0.94,0.78
0.15,0.90,0.88,0.89,0.78,0.94,0.78
0.20,0.89,0.88,0.88,0.77,0.94,0.77
0.25,0.89,0.88,0.88,0.77,0.94,0.77
0.30,0.89,0.88,0.88,0.77,0.94,0.77
0.35,0.88,0.88,0.88,0.76,0.94,0.76
0.40,0.88,0.88,0.88,0.76,0.94,0.76
0.45,0.88,0.88,0.88,0.76,0.94,0.76
0.50,0.88,0.88,0.88,0.76,0.94,0.76
0.55,0.88,0.88,0.88,0.76,0.94,0.76
0.60,0.88,0.88,0.88,0.76,0.94,0.76
0.65,0.87,0.88,0.88,0.76,0.94,0.76
0.70,0.87,0.88,0.88,0.76,0.94,0.76
0.75,0.87,0.89,0.88,0.76,0.94,0.76
0.80,0.87,0.89,0.88,0.76,0.94,0.76
0.85,0.86,0.89,0.87,0.75,0.94,0.75
0.90,0.86,0.89,0.87,0.75,0.94,0.75
0.95,0.85,0.89,0.87,0.74,0.94,0.74

mlp_kfold_bin_nc15.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.93,0.00
0.05,0.93,0.79,0.86,0.73,0.92,0.73
0.10,0.93,0.66,0.80,0.61,0.89,0.59
0.15,0.90,0.86,0.88,0.76,0.93,0.76
0.20,0.83,0.83,0.83,0.66,0.92,0.66
0.25,0.87,0.62,0.75,0.50,0.91,0.49
0.30,0.93,0.72,0.83,0.67,0.93,0.66
